ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Gene.ID
217732_s_at,3.04E-01,1.39E-01,1.51,-5.848864,2.06E-01,ITM2B,integral membrane protein 2B,9445
215079_at,3.04E-01,1.39E-01,-1.51,-5.849458,-5.60E-02,,,
202752_x_at,3.04E-01,1.39E-01,-1.51,-5.849568,-4.43E-01,SLC7A8,solute carrier family 7 member 8,23428
216366_x_at,3.04E-01,1.39E-01,-1.51,-5.849858,-1.29E-01,,,
200653_s_at,3.04E-01,1.39E-01,1.51,-5.850131,2.04E-01,CALM3///CALM2///CALM1,calmodulin 3///calmodulin 2///calmodulin 1,808///805///801
214628_at,3.05E-01,1.39E-01,-1.51,-5.85037,-8.96E-02,NHLH1,nescient helix-loop-helix 1,4807
205996_s_at,3.05E-01,1.39E-01,1.51,-5.850513,1.38E-01,AK2,adenylate kinase 2,204
221505_at,3.05E-01,1.39E-01,1.51,-5.850612,1.76E-01,ANP32E,acidic nuclear phosphoprotein 32 family member E,81611
214362_at,3.05E-01,1.39E-01,-1.51,-5.850785,-1.10E-01,RGS12,regulator of G-protein signaling 12,6002
214568_at,3.05E-01,1.39E-01,-1.51,-5.850835,-3.43E-02,TPSD1,tryptase delta 1,23430
216689_x_at,3.05E-01,1.40E-01,-1.51,-5.851086,-1.62E-01,ARHGAP1,Rho GTPase activating protein 1,392
201850_at,3.05E-01,1.40E-01,-1.5,-5.851884,-3.30E-01,CAPG,"capping actin protein, gelsolin like",822
210311_at,3.05E-01,1.40E-01,-1.5,-5.852204,-9.38E-02,FGF5,fibroblast growth factor 5,2250
213930_at,3.05E-01,1.40E-01,1.5,-5.85266,1.08E-01,ATG12,autophagy related 12,9140
206477_s_at,3.05E-01,1.40E-01,-1.5,-5.853117,-1.55E-01,NOVA2,NOVA alternative splicing regulator 2,4858
206305_s_at,3.05E-01,1.40E-01,-1.5,-5.853371,-1.90E-02,C8A,complement component 8 alpha subunit,731
214225_at,3.05E-01,1.40E-01,-1.5,-5.853771,-7.25E-02,PIN4,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4",5303
207085_x_at,3.06E-01,1.40E-01,-1.5,-5.854281,-2.74E-01,CSF2RA,colony stimulating factor 2 receptor alpha subunit,1438
201859_at,3.06E-01,1.40E-01,1.5,-5.854346,5.13E-01,SRGN,serglycin,5552
222197_s_at,3.06E-01,1.40E-01,-1.5,-5.854442,-2.15E-02,,,
210510_s_at,3.06E-01,1.40E-01,1.5,-5.854815,2.83E-01,NRP1,neuropilin 1,8829
220050_at,3.06E-01,1.40E-01,1.5,-5.854825,1.80E-01,SPACA9,sperm acrosome associated 9,11092
205792_at,3.06E-01,1.40E-01,-1.5,-5.855937,-6.05E-01,WISP2,WNT1 inducible signaling pathway protein 2,8839
204068_at,3.06E-01,1.40E-01,1.5,-5.856003,1.55E-01,STK3,serine/threonine kinase 3,6788
202038_at,3.06E-01,1.40E-01,1.5,-5.856153,1.45E-01,UBE4A,ubiquitination factor E4A,9354
220184_at,3.06E-01,1.40E-01,-1.5,-5.856175,-7.25E-02,NANOG,Nanog homeobox,79923
206463_s_at,3.06E-01,1.41E-01,-1.5,-5.856752,-3.67E-02,DHRS2,dehydrogenase/reductase 2,10202
210332_at,3.06E-01,1.41E-01,-1.5,-5.856788,-1.45E-01,ACHE,acetylcholinesterase (Cartwright blood group),43
214766_s_at,3.06E-01,1.41E-01,1.5,-5.856832,1.58E-01,AHCTF1,AT-hook containing transcription factor 1,25909
218670_at,3.06E-01,1.41E-01,-1.5,-5.856853,-1.54E-01,PUS1,pseudouridylate synthase 1,80324
217254_s_at,3.06E-01,1.41E-01,-1.5,-5.857203,-4.56E-02,EPO,erythropoietin,2056
215549_x_at,3.07E-01,1.41E-01,1.5,-5.857908,3.30E-01,CTAGE8///CTAGE4///CTAGE9,CTAGE family member 8///CTAGE family member 4///CTAGE family member 9,100142659///100128553///643854
219915_s_at,3.07E-01,1.41E-01,-1.5,-5.858076,-9.05E-02,SLC16A10,solute carrier family 16 member 10,117247
209878_s_at,3.07E-01,1.41E-01,-1.5,-5.858152,-3.13E-01,RELA,"RELA proto-oncogene, NF-kB subunit",5970
212904_at,3.07E-01,1.41E-01,1.5,-5.858263,1.61E-01,LRRC47,leucine rich repeat containing 47,57470
203836_s_at,3.07E-01,1.41E-01,-1.5,-5.859023,-3.89E-01,MAP3K5,mitogen-activated protein kinase kinase kinase 5,4217
201913_s_at,3.07E-01,1.41E-01,1.5,-5.859133,1.63E-01,COASY,Coenzyme A synthase,80347
218015_s_at,3.07E-01,1.41E-01,-1.5,-5.85951,-1.71E-02,WRNIP1,Werner helicase interacting protein 1,56897
200988_s_at,3.07E-01,1.41E-01,1.5,-5.859722,2.08E-01,PSME3,proteasome activator subunit 3,10197
207349_s_at,3.07E-01,1.41E-01,-1.5,-5.860274,-3.85E-02,UCP3,uncoupling protein 3,7352
212077_at,3.07E-01,1.41E-01,1.5,-5.860385,1.96E-01,CALD1,caldesmon 1,800
214600_at,3.07E-01,1.41E-01,-1.5,-5.860392,-5.09E-02,TEAD1,TEA domain transcription factor 1,7003
200603_at,3.07E-01,1.41E-01,-1.5,-5.860438,-1.90E-01,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha,5573
213929_at,3.07E-01,1.41E-01,-1.5,-5.860631,-2.17E-01,EXPH5,exophilin 5,23086
207815_at,3.07E-01,1.41E-01,1.5,-5.860731,5.46E-03,PF4V1,platelet factor 4 variant 1,5197
65493_at,3.07E-01,1.41E-01,-1.5,-5.860842,-9.16E-02,HEATR6,HEAT repeat containing 6,63897
221498_at,3.07E-01,1.41E-01,-1.5,-5.860988,-2.36E-01,SNX27,sorting nexin family member 27,81609
206955_at,3.08E-01,1.41E-01,-1.5,-5.861394,-3.46E-02,LOC101930168///LOC100509620///AQP7,putative aquaporin-7-like protein 3///putative aquaporin-7-like protein 3///aquaporin 7,101930168///100509620///364
220142_at,3.08E-01,1.41E-01,-1.5,-5.86153,-4.98E-02,HAPLN2,hyaluronan and proteoglycan link protein 2,60484
212174_at,3.08E-01,1.41E-01,1.5,-5.86196,2.31E-01,AK2,adenylate kinase 2,204
212993_at,3.08E-01,1.42E-01,1.5,-5.862448,2.23E-01,NACC2,NACC family member 2,138151
206576_s_at,3.08E-01,1.42E-01,-1.5,-5.862557,-1.99E-01,CEACAM1,carcinoembryonic antigen related cell adhesion molecule 1,634
206376_at,3.08E-01,1.42E-01,1.5,-5.86276,8.77E-03,SLC6A15,solute carrier family 6 member 15,55117
211038_s_at,3.08E-01,1.42E-01,1.5,-5.86281,3.77E-01,CROCCP2,"ciliary rootlet coiled-coil, rootletin pseudogene 2",84809
214911_s_at,3.08E-01,1.42E-01,1.5,-5.863087,2.45E-01,BRD2,bromodomain containing 2,6046
207938_at,3.08E-01,1.42E-01,-1.5,-5.863127,-5.39E-03,PI15,peptidase inhibitor 15,51050
215327_at,3.08E-01,1.42E-01,-1.5,-5.863749,-1.28E-02,,,
207185_at,3.08E-01,1.42E-01,-1.5,-5.863754,-3.83E-02,SLC10A1,solute carrier family 10 member 1,6554
52005_at,3.08E-01,1.42E-01,-1.5,-5.863813,-1.35E-01,WIZ,widely interspaced zinc finger motifs,58525
219528_s_at,3.08E-01,1.42E-01,1.5,-5.863815,3.83E-01,BCL11B,B-cell CLL/lymphoma 11B,64919
214004_s_at,3.08E-01,1.42E-01,1.5,-5.864135,2.99E-01,VGLL4,vestigial like family member 4,9686
206552_s_at,3.08E-01,1.42E-01,1.5,-5.864238,1.48E-01,TAC1,tachykinin precursor 1,6863
205270_s_at,3.08E-01,1.42E-01,-1.5,-5.864661,-4.17E-01,LCP2,lymphocyte cytosolic protein 2,3937
211862_x_at,3.08E-01,1.42E-01,-1.5,-5.865123,-2.30E-01,CFLAR,CASP8 and FADD like apoptosis regulator,8837
217650_x_at,3.08E-01,1.42E-01,-1.5,-5.865146,-6.21E-02,ST3GAL2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",6483
201981_at,3.08E-01,1.42E-01,-1.5,-5.86515,-2.88E-02,PAPPA,pappalysin 1,5069
211712_s_at,3.08E-01,1.42E-01,1.5,-5.865199,3.81E-01,ANXA9,annexin A9,8416
212732_at,3.08E-01,1.42E-01,-1.5,-5.865318,-6.63E-02,MEG3,maternally expressed 3 (non-protein coding),55384
203332_s_at,3.08E-01,1.42E-01,-1.5,-5.865507,-4.48E-01,INPP5D,inositol polyphosphate-5-phosphatase D,3635
205494_at,3.08E-01,1.42E-01,-1.5,-5.865524,-2.25E-02,ZNF821,zinc finger protein 821,55565
214415_at,3.08E-01,1.42E-01,1.5,-5.865537,9.99E-02,PLGLB1///PLGLB2,plasminogen-like B1///plasminogen-like B2,5343///5342
204868_at,3.09E-01,1.42E-01,1.49,-5.865744,1.12E-01,MRPL58,mitochondrial ribosomal protein L58,3396
204317_at,3.09E-01,1.42E-01,-1.49,-5.866372,-1.05E-02,TRMU///GTSE1,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase///G2 and S-phase expressed 1,55687///51512
203696_s_at,3.09E-01,1.42E-01,-1.49,-5.866453,-1.02E-01,RFC2,replication factor C subunit 2,5982
208110_x_at,3.09E-01,1.42E-01,-1.49,-5.866664,-1.20E-01,MED25,mediator complex subunit 25,81857
205665_at,3.09E-01,1.42E-01,1.49,-5.867315,1.58E-02,TSPAN9,tetraspanin 9,10867
211966_at,3.09E-01,1.42E-01,-1.49,-5.867334,-4.71E-01,COL4A2,collagen type IV alpha 2 chain,1284
212485_at,3.09E-01,1.42E-01,1.49,-5.867606,1.74E-01,GPATCH8,G-patch domain containing 8,23131
216657_at,3.09E-01,1.42E-01,-1.49,-5.867721,-4.26E-02,ATXN3,ataxin 3,4287
207198_s_at,3.09E-01,1.43E-01,1.49,-5.868093,1.93E-01,LIMS4///LIMS1,LIM zinc finger domain containing 4///LIM zinc finger domain containing 1,100288695///3987
211094_s_at,3.09E-01,1.43E-01,1.49,-5.868553,1.17E-01,NF1P9///NF1,neurofibromin 1 pseudogene 9///neurofibromin 1,101930150///4763
220762_s_at,3.09E-01,1.43E-01,-1.49,-5.868673,-1.27E-01,GNB1L,G protein subunit beta 1 like,54584
207175_at,3.09E-01,1.43E-01,1.49,-5.868981,1.81E-01,ADIPOQ,"adiponectin, C1Q and collagen domain containing",9370
212120_at,3.09E-01,1.43E-01,1.49,-5.869045,2.11E-01,RHOQ,ras homolog family member Q,23433
202866_at,3.10E-01,1.43E-01,-1.49,-5.869426,-1.86E-01,DNAJB12,DnaJ heat shock protein family (Hsp40) member B12,54788
214977_at,3.10E-01,1.43E-01,1.49,-5.869533,9.45E-01,,,
221268_s_at,3.10E-01,1.43E-01,-1.49,-5.869867,-3.19E-01,SGPP1,sphingosine-1-phosphate phosphatase 1,81537
200782_at,3.10E-01,1.43E-01,-1.49,-5.869868,-1.96E-01,ANXA5,annexin A5,308
220407_s_at,3.10E-01,1.43E-01,-1.49,-5.869872,-2.53E-01,TGFB2,transforming growth factor beta 2,7042
210697_at,3.10E-01,1.43E-01,1.49,-5.869933,1.18E-01,ZNF257,zinc finger protein 257,113835
215793_at,3.10E-01,1.43E-01,-1.49,-5.870061,-1.37E-02,MTMR7,myotubularin related protein 7,9108
201463_s_at,3.10E-01,1.43E-01,1.49,-5.870563,1.93E-01,TALDO1,transaldolase 1,6888
214430_at,3.10E-01,1.43E-01,1.49,-5.870865,1.70E-01,GLA,galactosidase alpha,2717
209766_at,3.10E-01,1.43E-01,-1.49,-5.871328,-2.75E-02,PRDX3,peroxiredoxin 3,10935
217770_at,3.10E-01,1.43E-01,1.49,-5.871405,1.98E-01,PIGT,phosphatidylinositol glycan anchor biosynthesis class T,51604
215539_at,3.10E-01,1.43E-01,-1.49,-5.871645,-7.54E-02,,,
217279_x_at,3.10E-01,1.43E-01,-1.49,-5.872175,-2.31E-02,MMP14,matrix metallopeptidase 14,4323
218399_s_at,3.10E-01,1.43E-01,-1.49,-5.872258,-1.92E-01,CDCA4,cell division cycle associated 4,55038
213248_at,3.10E-01,1.43E-01,1.49,-5.872511,1.54E-01,LOC730101,uncharacterized LOC730101,730101
216808_at,3.10E-01,1.43E-01,-1.49,-5.872861,-1.02E-02,MIR622,microRNA 622,693207
209594_x_at,3.10E-01,1.43E-01,-1.49,-5.873002,-1.70E-02,PSG9,pregnancy specific beta-1-glycoprotein 9,5678
201835_s_at,3.11E-01,1.43E-01,-1.49,-5.873256,-3.10E-01,PRKAB1,protein kinase AMP-activated non-catalytic subunit beta 1,5564
210850_s_at,3.11E-01,1.44E-01,-1.49,-5.873331,-1.39E-02,ELK1,"ELK1, ETS transcription factor",2002
221549_at,3.11E-01,1.44E-01,-1.49,-5.873463,-1.51E-01,GRWD1,glutamate rich WD repeat containing 1,83743
211610_at,3.11E-01,1.44E-01,1.49,-5.873591,2.46E-01,KLF6,Kruppel like factor 6,1316
202653_s_at,3.11E-01,1.44E-01,1.49,-5.873833,1.74E-01,Mar-07,membrane associated ring-CH-type finger 7,64844
211375_s_at,3.11E-01,1.44E-01,1.49,-5.874043,1.92E-01,ILF3,interleukin enhancer binding factor 3,3609
221350_at,3.11E-01,1.44E-01,-1.49,-5.874414,-2.07E-01,HOXC8,homeobox C8,3224
202626_s_at,3.11E-01,1.44E-01,-1.49,-5.874528,-4.39E-01,LYN,"LYN proto-oncogene, Src family tyrosine kinase",4067
210226_at,3.11E-01,1.44E-01,-1.49,-5.874794,-8.10E-02,NR4A1,nuclear receptor subfamily 4 group A member 1,3164
215880_at,3.11E-01,1.44E-01,-1.49,-5.875037,-3.17E-02,NAGLU,N-acetyl-alpha-glucosaminidase,4669
203983_at,3.11E-01,1.44E-01,1.49,-5.875562,1.76E-01,TSNAX,translin associated factor X,7257
222320_at,3.11E-01,1.44E-01,1.49,-5.875606,5.19E-02,,,
215443_at,3.11E-01,1.44E-01,1.49,-5.876193,5.75E-01,TSHR,thyroid stimulating hormone receptor,7253
207039_at,3.12E-01,1.44E-01,-1.49,-5.876627,-1.01E-01,CDKN2A,cyclin dependent kinase inhibitor 2A,1029
204118_at,3.12E-01,1.44E-01,1.49,-5.876923,7.84E-01,CD48,CD48 molecule,962
218907_s_at,3.12E-01,1.44E-01,1.49,-5.877126,2.97E-01,LRRC61,leucine rich repeat containing 61,65999
208929_x_at,3.12E-01,1.44E-01,1.49,-5.877309,1.79E-01,SNORD68///RPL13,"small nucleolar RNA, C/D box 68///ribosomal protein L13",606500///6137
204993_at,3.12E-01,1.44E-01,-1.49,-5.877458,-2.58E-02,GNAZ,G protein subunit alpha z,2781
220674_at,3.12E-01,1.44E-01,-1.49,-5.877947,-5.29E-02,CD22,CD22 molecule,933
203563_at,3.12E-01,1.44E-01,-1.49,-5.878032,-2.25E-02,AFAP1,actin filament associated protein 1,60312
214892_x_at,3.12E-01,1.44E-01,-1.49,-5.878377,-1.40E-01,CACTIN,"cactin, spliceosome C complex subunit",58509
207115_x_at,3.12E-01,1.44E-01,-1.49,-5.878591,-1.30E-01,MBTD1,mbt domain containing 1,54799
216325_x_at,3.12E-01,1.45E-01,-1.49,-5.87885,-5.73E-02,RTEL1-TNFRSF6B///RTEL1,RTEL1-TNFRSF6B readthrough (NMD candidate)///regulator of telomere elongation helicase 1,100533107///51750
207555_s_at,3.12E-01,1.45E-01,-1.49,-5.878922,-5.71E-02,TBXA2R,thromboxane A2 receptor,6915
215300_s_at,3.12E-01,1.45E-01,-1.49,-5.879155,-1.27E-02,FMO5,flavin containing monooxygenase 5,2330
214278_s_at,3.12E-01,1.45E-01,-1.49,-5.879308,-4.85E-02,NDRG2,NDRG family member 2,57447
206817_x_at,3.12E-01,1.45E-01,-1.49,-5.879308,-2.04E-02,CELF3,"CUGBP, Elav-like family member 3",11189
206120_at,3.12E-01,1.45E-01,-1.49,-5.879339,-7.04E-02,CD33,CD33 molecule,945
219228_at,3.13E-01,1.45E-01,1.48,-5.880707,3.44E-01,ZNF331,zinc finger protein 331,55422
217615_at,3.13E-01,1.45E-01,-1.48,-5.881226,-3.88E-02,,,
206358_at,3.13E-01,1.45E-01,-1.48,-5.881323,-9.94E-03,PRM1,protamine 1,5619
214960_at,3.13E-01,1.45E-01,-1.48,-5.881875,-5.44E-02,API5,apoptosis inhibitor 5,8539
210380_s_at,3.13E-01,1.45E-01,-1.48,-5.881879,-4.30E-02,CACNA1G,calcium voltage-gated channel subunit alpha1 G,8913
211937_at,3.13E-01,1.45E-01,1.48,-5.882333,1.60E-01,EIF4B,eukaryotic translation initiation factor 4B,1975
219475_at,3.13E-01,1.45E-01,-1.48,-5.882478,-1.74E-01,OSGIN1,oxidative stress induced growth inhibitor 1,29948
222264_at,3.13E-01,1.45E-01,-1.48,-5.882592,-1.46E-01,HNRNPUL2,heterogeneous nuclear ribonucleoprotein U like 2,221092
47083_at,3.13E-01,1.45E-01,1.48,-5.882699,1.14E-01,C7orf26,chromosome 7 open reading frame 26,79034
209526_s_at,3.13E-01,1.45E-01,1.48,-5.882726,1.54E-01,HDGFRP3,"hepatoma-derived growth factor, related protein 3",50810
202439_s_at,3.13E-01,1.45E-01,-1.48,-5.882809,-2.14E-01,IDS,iduronate 2-sulfatase,3423
207305_s_at,3.13E-01,1.45E-01,1.48,-5.88281,1.38E-01,TRAPPC8,trafficking protein particle complex 8,22878
206109_at,3.13E-01,1.45E-01,-1.48,-5.882816,-1.03E-01,FUT1,fucosyltransferase 1 (H blood group),2523
210214_s_at,3.13E-01,1.45E-01,1.48,-5.882829,2.89E-02,BMPR2,bone morphogenetic protein receptor type 2,659
220870_at,3.13E-01,1.45E-01,-1.48,-5.883648,-3.42E-02,,,
216703_at,3.14E-01,1.45E-01,-1.48,-5.883988,-2.14E-02,,,
221965_at,3.14E-01,1.45E-01,1.48,-5.884136,2.08E-01,,,
215033_at,3.14E-01,1.46E-01,-1.48,-5.884291,-2.82E-01,TM4SF1,transmembrane 4 L six family member 1,4071
219169_s_at,3.14E-01,1.46E-01,-1.48,-5.884431,-1.40E-01,TFB1M,"transcription factor B1, mitochondrial",51106
214295_at,3.14E-01,1.46E-01,-1.48,-5.884601,-7.78E-01,KIAA0485,uncharacterized LOC57235,57235
218759_at,3.14E-01,1.46E-01,-1.48,-5.884834,-1.35E-01,DVL2,dishevelled segment polarity protein 2,1856
200710_at,3.14E-01,1.46E-01,-1.48,-5.884934,-2.53E-01,ACADVL,"acyl-CoA dehydrogenase, very long chain",37
214116_at,3.14E-01,1.46E-01,1.48,-5.885764,1.75E-01,BTD,biotinidase,686
215898_at,3.14E-01,1.46E-01,-1.48,-5.885874,-5.83E-02,TTLL5,tubulin tyrosine ligase like 5,23093
218975_at,3.14E-01,1.46E-01,-1.48,-5.886182,-1.64E-01,COL5A3,collagen type V alpha 3 chain,50509
211748_x_at,3.14E-01,1.46E-01,1.48,-5.88678,7.21E-01,PTGDS,prostaglandin D2 synthase,5730
217662_x_at,3.14E-01,1.46E-01,-1.48,-5.886811,-1.65E-01,,,
220463_at,3.14E-01,1.46E-01,-1.48,-5.886975,-3.82E-02,TRPM3,transient receptor potential cation channel subfamily M member 3,80036
217228_s_at,3.14E-01,1.46E-01,-1.48,-5.887365,-4.42E-02,ASB4,ankyrin repeat and SOCS box containing 4,51666
206027_at,3.14E-01,1.46E-01,-1.48,-5.887539,-2.01E-02,S100A3,S100 calcium binding protein A3,6274
205557_at,3.14E-01,1.46E-01,-1.48,-5.887542,-6.65E-02,LOC149684///BPI,uncharacterized LOC149684///bactericidal/permeability-increasing protein,149684///671
211328_x_at,3.15E-01,1.46E-01,-1.48,-5.887992,-4.48E-02,HFE,hemochromatosis,3077
219664_s_at,3.15E-01,1.46E-01,-1.48,-5.88827,-1.75E-01,DECR2,"2,4-dienoyl-CoA reductase 2, peroxisomal",26063
210929_s_at,3.15E-01,1.46E-01,-1.48,-5.888609,-1.01E-01,AHSG,alpha 2-HS glycoprotein,197
218082_s_at,3.15E-01,1.46E-01,1.48,-5.88861,1.88E-01,UBP1,upstream binding protein 1 (LBP-1a),7342
219582_at,3.15E-01,1.46E-01,-1.48,-5.888779,-1.69E-01,OGFRL1,opioid growth factor receptor like 1,79627
208388_at,3.15E-01,1.46E-01,-1.48,-5.888869,-1.17E-02,NR2E3,nuclear receptor subfamily 2 group E member 3,10002
222377_at,3.15E-01,1.46E-01,-1.48,-5.889115,-1.84E-02,TBX10,T-box 10,347853
202970_at,3.15E-01,1.46E-01,-1.48,-5.889266,-1.81E-01,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2,8445
216578_at,3.15E-01,1.46E-01,-1.48,-5.889349,-8.63E-02,,,
208353_x_at,3.15E-01,1.47E-01,-1.48,-5.889956,-2.31E-01,ANK1,ankyrin 1,286
215497_s_at,3.15E-01,1.47E-01,-1.48,-5.890029,-1.73E-01,WDTC1,WD and tetratricopeptide repeats 1,23038
205604_at,3.15E-01,1.47E-01,-1.48,-5.890194,-7.21E-02,HOXD9,homeobox D9,3235
209136_s_at,3.15E-01,1.47E-01,-1.48,-5.890317,-1.14E-01,USP10,ubiquitin specific peptidase 10,9100
206203_at,3.15E-01,1.47E-01,-1.48,-5.890616,-2.31E-02,RCVRN,recoverin,5957
218474_s_at,3.15E-01,1.47E-01,-1.48,-5.890731,-2.71E-01,KCTD5,potassium channel tetramerization domain containing 5,54442
207955_at,3.16E-01,1.47E-01,-1.48,-5.89174,-5.87E-02,CCL27,C-C motif chemokine ligand 27,10850
217457_s_at,3.16E-01,1.47E-01,-1.48,-5.891881,-1.63E-01,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1,5910
217684_at,3.16E-01,1.47E-01,-1.48,-5.891887,-2.51E-02,TYMS,thymidylate synthetase,7298
217584_at,3.16E-01,1.47E-01,-1.48,-5.892007,-5.95E-02,NPC1,NPC intracellular cholesterol transporter 1,4864
200917_s_at,3.16E-01,1.47E-01,1.48,-5.892436,2.99E-01,SRPRA,SRP receptor alpha subunit,6734
204223_at,3.16E-01,1.47E-01,1.48,-5.892761,5.46E-01,PRELP,proline and arginine rich end leucine rich repeat protein,5549
38521_at,3.16E-01,1.47E-01,-1.48,-5.892846,-3.07E-01,CD22,CD22 molecule,933
213569_at,3.16E-01,1.47E-01,-1.48,-5.892889,-8.67E-02,LOC100506603,uncharacterized LOC100506603,100506603
217071_s_at,3.16E-01,1.47E-01,-1.48,-5.89339,-6.89E-02,MTHFR,methylenetetrahydrofolate reductase (NAD(P)H),4524
207992_s_at,3.16E-01,1.47E-01,-1.48,-5.89342,-2.63E-01,AMPD3,adenosine monophosphate deaminase 3,272
214394_x_at,3.16E-01,1.47E-01,1.48,-5.893966,8.51E-02,EEF1D,eukaryotic translation elongation factor 1 delta,1936
202194_at,3.16E-01,1.47E-01,1.48,-5.894056,1.57E-01,TMED5,transmembrane p24 trafficking protein 5,50999
207844_at,3.16E-01,1.47E-01,-1.48,-5.894117,-1.06E-01,IL13,interleukin 13,3596
201967_at,3.16E-01,1.47E-01,1.47,-5.894592,2.19E-01,RBM6,RNA binding motif protein 6,10180
218189_s_at,3.16E-01,1.47E-01,1.47,-5.89473,2.73E-01,NANS,N-acetylneuraminate synthase,54187
221275_s_at,3.17E-01,1.48E-01,1.47,-5.894993,1.71E-02,,,
208767_s_at,3.17E-01,1.48E-01,1.47,-5.895122,2.21E-01,LAPTM4B,lysosomal protein transmembrane 4 beta,55353
214300_s_at,3.17E-01,1.48E-01,-1.47,-5.895514,-7.87E-02,TOP3A,topoisomerase (DNA) III alpha,7156
211029_x_at,3.17E-01,1.48E-01,-1.47,-5.895713,-1.04E-02,FGF18,fibroblast growth factor 18,8817
219906_at,3.17E-01,1.48E-01,-1.47,-5.895881,-2.34E-01,EBLN2,endogenous Bornavirus-like nucleoprotein 2,55096
207407_x_at,3.17E-01,1.48E-01,-1.47,-5.896452,-9.19E-03,CYP4A11,cytochrome P450 family 4 subfamily A member 11,1579
213047_x_at,3.17E-01,1.48E-01,1.47,-5.896573,1.34E-01,SETSIP///SET,SET-like protein///SET nuclear proto-oncogene,646817///6418
210011_s_at,3.17E-01,1.48E-01,1.47,-5.896692,1.34E-01,EWSR1,EWS RNA binding protein 1,2130
218365_s_at,3.17E-01,1.48E-01,-1.47,-5.896983,-1.37E-01,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial",55157
205539_at,3.17E-01,1.48E-01,-1.47,-5.897001,-3.23E-01,AVIL,advillin,10677
214253_s_at,3.17E-01,1.48E-01,1.47,-5.897246,1.16E-01,DTNB,dystrobrevin beta,1838
200657_at,3.17E-01,1.48E-01,1.47,-5.897297,2.25E-01,SLC25A5,solute carrier family 25 member 5,292
211600_at,3.17E-01,1.48E-01,-1.47,-5.897443,-4.97E-01,PTPRO,"protein tyrosine phosphatase, receptor type O",5800
220421_at,3.17E-01,1.48E-01,-1.47,-5.897686,-3.14E-02,BTNL8,butyrophilin like 8,79908
207831_x_at,3.17E-01,1.48E-01,1.47,-5.897855,2.70E-01,DHPS,deoxyhypusine synthase,1725
205543_at,3.17E-01,1.48E-01,-1.47,-5.897974,-8.13E-02,HSPA4L,heat shock protein family A (Hsp70) member 4 like,22824
205028_at,3.18E-01,1.48E-01,-1.47,-5.899147,-1.41E-01,TRO,trophinin,7216
215361_at,3.18E-01,1.48E-01,1.47,-5.899209,4.47E-03,DOCK5,dedicator of cytokinesis 5,80005
218095_s_at,3.18E-01,1.48E-01,1.47,-5.899215,2.76E-01,TMEM165,transmembrane protein 165,55858
210013_at,3.18E-01,1.49E-01,-1.47,-5.900164,-3.63E-02,HPX,hemopexin,3263
220431_at,3.18E-01,1.49E-01,-1.47,-5.900234,-5.41E-02,TMPRSS11E,"transmembrane protease, serine 11E",28983
34846_at,3.18E-01,1.49E-01,1.47,-5.900315,9.71E-03,CAMK2B,calcium/calmodulin dependent protein kinase II beta,816
213382_at,3.18E-01,1.49E-01,-1.47,-5.900446,-6.38E-02,MST1L,macrophage stimulating 1 like,11223
221464_at,3.18E-01,1.49E-01,-1.47,-5.900754,-1.85E-02,OR1D2,olfactory receptor family 1 subfamily D member 2,4991
216891_at,3.18E-01,1.49E-01,-1.47,-5.900947,-3.01E-02,,,
212161_at,3.18E-01,1.49E-01,1.47,-5.901671,1.48E-01,AP2A2,adaptor related protein complex 2 alpha 2 subunit,161
205863_at,3.19E-01,1.49E-01,1.47,-5.902178,2.61E-02,S100A12,S100 calcium binding protein A12,6283
204021_s_at,3.19E-01,1.49E-01,1.47,-5.90246,2.33E-01,PURA,purine rich element binding protein A,5813
208862_s_at,3.19E-01,1.49E-01,1.47,-5.90251,2.56E-01,TMX2-CTNND1///CTNND1,TMX2-CTNND1 readthrough (NMD candidate)///catenin delta 1,100528016///1500
203159_at,3.19E-01,1.49E-01,-1.47,-5.902777,-3.81E-01,GLS,glutaminase,2744
220013_at,3.19E-01,1.49E-01,-1.47,-5.9029,-1.48E-02,EPHX3,epoxide hydrolase 3,79852
214858_at,3.19E-01,1.49E-01,-1.47,-5.903014,-1.48E-02,PP14571,uncharacterized LOC100130449,100130449
208352_x_at,3.19E-01,1.49E-01,-1.47,-5.903033,-2.65E-01,ANK1,ankyrin 1,286
216982_x_at,3.19E-01,1.49E-01,-1.47,-5.903086,-5.54E-02,,,
221820_s_at,3.19E-01,1.49E-01,1.47,-5.903496,1.55E-01,KAT8,lysine acetyltransferase 8,84148
202465_at,3.19E-01,1.49E-01,-1.47,-5.903644,-3.36E-01,PCOLCE,procollagen C-endopeptidase enhancer,5118
200900_s_at,3.19E-01,1.49E-01,1.47,-5.903789,2.66E-01,M6PR,"mannose-6-phosphate receptor, cation dependent",4074
